,station id,station name,station latitude,station longitude
0,2898.01,Cortelyou Rd & Stratford Rd,40.73836468333333,-73.99663853333334
1,3011.03,59 St & 4 Ave,40.73918651666666,-74.00241826666667
2,3038.08,50 St & 7 Ave,40.72137343333333,-73.9981613
3,3117.05,46 St & 7 Ave,40.72547948333333,-74.00059031666666
4,3138.09,58 St & 2 Ave,40.72137343333333,-73.9981613
5,3180.02,Beverley Rd & Flatbush Ave,40.76479505,-73.95834361666667
6,3199.01,Caton Ave & E 7 St,40.7141596,-73.99476181666667
7,3208.07,Dahill Rd & 12 Ave,40.75145303333333,-73.97815775
8,3272.01,E 8 St & Caton Ave,40.7098633,-74.00689518333333
9,3344.02,Park Circle & East Dr,40.7336701,-73.9742571
10,3376.04,Parkside Ave & Parade Pl,40.7648853,-73.99848698333334
11,3408.05,Ocean Ave & Crooke Ave,40.76479505,-73.95834361666667
12,3448.02,Parkside Ave & Ocean Ave,40.758723366666665,-73.9775151
13,3457.03,Prospect Park SW & Vanderbilt St,40.7098633,-74.00689518333333
15,3460.02,36 St & 3 Ave,40.70123146666667,-74.01266741666667
16,3492.04,34 St & 4 Ave,40.7648853,-73.99848698333334
17,3498.09,Prospect Park SW & 16 St,40.75985276666667,-73.99398826666666
19,3504.02,New York Ave & Hawthorne St,40.72547948333333,-74.00059031666666
20,3515.01,7 Ave & 22 St,40.72137343333333,-73.9981613
21,3538.09,11 Ave & Prospect Ave,40.70123146666667,-74.01266741666667
22,3547.04,19 St & 8 Ave,40.72547948333333,-74.00059031666666
23,3579.04,Windsor Pl & Howard Pl,40.72547948333333,-74.00059031666666
25,3588.01,7 Ave & 20 St,40.7141596,-73.99476181666667
26,3593.1,Flatbush Ave & Lincoln Rd,40.73836468333333,-73.99663853333334
27,3633.08,Lincoln Rd & Ocean Ave,40.71204256666667,-74.01465308333333
29,3657.06,Sterling St & Nostrand Ave,40.73398028333333,-74.00294648333333
30,3660.07,7 Ave & 17 St,40.76479505,-73.95834361666667
31,3699.07,17 St & 5 Ave,40.7125827,-74.00281738333334
32,3704.04,Flatbush Ave & Ocean Ave,40.758723366666665,-73.9775151
34,3707.01,23 St & 3 Ave,40.75985276666667,-73.99398826666666
35,3722.04,Prospect Park West & 8 St,40.72137343333333,-73.9981613
37,3728.04,Empire Blvd & New York Ave,40.7174903,-73.9914093
38,3731.11,14 St & 7 Ave,40.70123146666667,-74.01266741666667
42,3742.11,Carroll St & Rochester Ave,40.7648853,-73.99848698333334
43,3762.08,10 St & 7 Ave,40.749173516666666,-73.9881116
44,3771.06,14 St & 5 Ave,40.70123146666667,-74.01266741666667
46,3803.05,6 Ave & 12 St,40.73398028333333,-74.00294648333333
48,3803.09,6 Ave & 9 St,40.72868645,-74.01194118333333
50,3834.1,6 St & 7 Ave,40.7174903,-73.9914093
51,3839.02,President St & Nostrand Ave,40.7648853,-73.99848698333334
52,3842.08,10 St & 5 Ave,40.72137343333333,-73.9981613
53,3847.04,Carroll St & Franklin Ave,40.74014508333333,-73.99119495
54,3856.03,Flatbush Ave & Eastern Pkwy,40.7125827,-74.00281738333334
55,3862.07,Eastern Pkwy & Troy Ave,40.75145303333333,-73.97815775
56,3865.05,3 St & Prospect Park West,40.72547948333333,-74.00059031666666
57,3871.02,Eastern Pkwy & Brooklyn Ave,40.75395211666667,-74.0068334
58,3893.03,Eastern Pkwy & Schenectady Ave,40.72547948333333,-74.00059031666666
59,3902.06,Eastern Pkwy & Kingston Ave,40.75145303333333,-73.97815775
60,3905.15,3 St & 7 Ave,40.72547948333333,-74.00059031666666
62,3919.07,Eastern Pkwy & Franklin Ave (NE Corner),40.76479505,-73.95834361666667
64,3928.08,Eastern Pkwy & Washington Ave,40.7141596,-73.99476181666667
66,3934.06,Sterling Pl & Schenectady Ave,40.720306396,-73.987526417
67,3940.04,Sigourney St & Columbia St,40.7143638,-74.00649428333334
68,3943.03,St Johns Pl & Kingston Ave,40.72547948333333,-74.00059031666666
70,3946.07,1 St & 6 Ave,40.72868645,-74.01194118333333
71,3960.01,Lincoln Pl & Classon Ave,40.79409038333333,-73.96730493333334
72,3981.1,Dwight St & Van Dyke St,40.77338683333333,-73.98983918333333
73,3984.02,Sterling Pl & New York Ave,40.71204256666667,-74.01465308333333
74,3987.06,5 Ave & 3 St,40.72018383333333,-73.99265563333333
76,3996.01,7 St & 3 Ave,40.73231935,-74.01002453333334
78,4001.09,St Johns Pl & Washington Ave,40.7141596,-73.99476181666667
79,4007.01,Schenectady Ave & Prospect Pl,40.718522066666665,-73.99086785
80,4010.01,Plaza St East & Flatbush Ave,40.71204256666667,-74.01465308333333
82,4010.13,Plaza St West & Flatbush Ave,40.70123146666667,-74.01266741666667
83,4010.15,Grand Army Plaza & Plaza St West,40.7174903,-73.9914093
